key,Column 3
6607,Nothing for it. Only one thing to be done─scrap it all and start over!
6608,"Work harder, I say! No, no─<Emphasis>harder</Emphasis>! Don't make me come down there!"
6609,"We finish this today, understand? So hop to it!"
6610,"Sir, yes, sir!"
6611,"Aw, there's a good plant. Grow up nice and strong for me, all right?"
6612,"Yes, this will serve us just fine, I should think!"
6613,"These really are stunning. Can't quite take my eyes off them, in fact."
6614,Is there anything more beautiful than watching the cycle of life at work?
6615,"Just a few samples ought to suffice, I should imagine."
6616,"Rest is vital for one's efficiency, you know?"
6617,"There, there. All is well. You've nothing to fear."
6618,This would make a fine location for the rearing of aquatic creatures.
6619,"You overexert yourself, and your health will suffer for it. Rest, I beg you."
6620,You did marvelously in your flight training today. Very well done indeed!
6621,"Given its body weight and the effort it requires to remain aloft, I would say this creature can fly for... "
6622,It is as if a thick fog has settled over my mind.
6623,"All is nothingness, forever and on... "
6624,"Ah, yes... I've hit upon a fine verse, haven't I? Heh... Heh... "
6625,Recharge required. Please leave this unit alone.
6626,Is there truly naught to be done with the silks that remain?
6627,"All this here needs to be brought straight to the piers, understood?"
6628,Hm... Perhaps a few adjustments are in order.
6629,"...Well, this stinks."
6630,Daresay we have stores enough to last us awhile. That is some comfort.
6631,"Heavens, this...is <oof> quite a task. My muscles'll be aching tomorrow!"
6632,"I've only...just...begun! Take this, rocks!"
6633,"Oh dear me, no. I'm too high up! Somebody─anybody! Get me down!"
6634,High time we built ourselves more scaffolding. That next level is looking lonely.
6635,Should you need anything─anything at all─say the word and it shall be yours.
6636,"I've many and more shipments left to place, so do return as soon as you are able."
6637,Is that the last of the cargo?
6638,Hm... Doesn't look like the next vessel will be arriving any time soon...
6639,Fascinating! You simply <Emphasis>must</Emphasis> tell me more about your research.
6640,The cargo list was already submitted. Let me check the registry...
6641,Perhaps I'll buy a new tome to accompany me on my journey.
6642,Have you visited that shop over there? The owner certainly has the gift of the gab!
6643,I could use a drink or three... Somethin' to take the edge off.
6644,I'm pleased our paths could cross once more.
6645,Looking forward to serving you again soon!
6646,Careful there! What you carry is incredibly fragile.
6647,The numbers you gave me aren't adding up. Are you sure you counted correctly?
6648,"If you spot any nasty-looking vilekin, come straight to me, understand?"
6649,"All right, I'd say I've earned myself a quick rest!"
6650,"...You aren't looking for help with another experiment, are you?"
6651,Is...there...no end?
6652,"I, er...just remembered that I'm terribly busy. Farewell! "
6653,Do be sure to procure more of the material we discussed.
6654,Those berries are the most tastyfresh gobbietreats!
6655,"I've never seen them before... They aren't dangerous, are they?"
6656,Not at all! Very safe! Safe for uplanders to yummyeat!
6657,Gobbies never lie. So let us sell our goodygoods!
6658,"Well, don't these look delicious? My, my, that color. How unique!"
6659,"They do look good, don't they? It's hard to pick just one."
6660,"They're a real treat, I assure you. Buy one─your palate'll thank you for it!"
6661,I'm famished. Shall we grab a bite to eat?
6662,"Yes, let's. At the cafeteria, then? I'm on a rather tight budget..."
6663,"I could smell this all day long, I could!"
6664,"Bring that to the storehouse, would you?"
6665,"Very well. The second storehouse, I presume?"
6666,
6667,Never did I think we would have the chance to speak again.
6668,Likewise. It's a miracle we are here at all.
6669,Your patronage is always appreciated. 
6670,"Why of course. You've such a fine collection of wares, how could go I to anyone else?"
6671,"I have business at Aporia, if you wouldn't mind letting me through."
6672,"Why certainly, provided you have the requisite documents."
6673,"I was asked to adjust the temperature in here. Apparently, some find it too stuffy. "
6674,"I concur. You might want to do something about the humidity, too, while you're at it."
6675,Looks like there's no more fruit fertilizer...
6676,Could you let them know for me?
6677,"Why, certainly, ribbit!"
6678,Isn't there <Emphasis>something</Emphasis> we can do to further fortify our walls?
6679,"No─at least, not without new materials, there isn't."
6680,What happened to those supplies you ordered a while back?
6681,"Come to think of it, I haven't received them yet."
6682,I ask that you divide the inspection duties amongst yourselves.
6683,I sHaLl BeGiN oVeR tHeRe.
6684,AnD i ShAlL sTaRt ThErE.
6685,"Then I'll inspect this section, ribbit!"
6686,"Is there such a thing as an end, if there is no beginning? Makes one think."
6687,"Its temperament appears to be somewhat more stable, to be sure."
6688,"I say we let it loose for a bit, see how it behaves."
6689,It appears to have moss growing on its head...
6690,Indeed. They must be living in perfect symbiosis. 
6691,"Maybe you do, too. Would explain why it's taken such a liking to you."
6692,E-Error c-c-c-code 4014. Unknown m-m-m-malfunction.
6693,Damage to system detected. Attempting to restore.
6694,"Well, here's a conundrum: which carrots should we start with?"
6695,I vote philosopher's carrots. They'll keep us light on our feet!
6696,"No, no─iron carrots first. We won't get far without bulging thews!"
6697,What food do you think mankind likes?
6698,"Oh, excellent question... "
6699,"Well, carrots, surely."
6700,"All right, this water quality won't check itself! Let's get to it."
6701,Visual inspection complete. Status: crystal clear!
6702,<slurp> Taste inspection complete. Status: delicious!
6703,<sniff> <sniff> Scent inspection complete. Status: bracing!
6704,How goes the system change?
6705,"Oh, about as well as can be expected."
6706,"Honestly, if it weren't for bad luck, we'd have no luck at all."
6707,"You mustn't worry, darling. I am sure he managed to escape, just like we did."
6708,<sniffle> Wh-Where's Daddy? D-Did he...?
6709,"Tell me, where does it hurt?"
6710,"My arm. Argh, it's killing me...!"
6711,"Oh dear. Well, that isn't good, now is it?"
6712,Help me! Aaah!
6713,And what of our stores of perishables? What shall we do with them?
6714,"Sell them, that's what. At cost, if we must."
6715,"A tad drastic, don't you think? The tavern may yet pay full price."
6716,"Here's the cargo you requested, sir."
6717,You're one shipment too early! Take it back.
6718,I'm afraid you have a bit too much cargo for me to collect...
6719,"Indeed. You go and call for help, I'll stay here and keep watch."
6720,I wonder if they've finished with the evaluation yet...
6721,What's the status of this cargo?
6722,DoCuMeNtS cUrReNtLy UnDeR rEvIeW. pLeAsE wAiT.
6723,Got any cargo for me to collect?
6724,Not yet. Come back once I've finished reviewing this load.
6725,"Ah, there you are. Do you have a moment?"
6726,"For you, madam? I've all the time in the world."
6727,"Last Stand-bound, are you? Today's brew was truly exquisite."
6728,Good to know. I will pay them a visit on my way to the Forum.
6729,BoOkShElF iNsPeCtIoN cOmPleTe. PrEsErVaTiOn StAtUs: GoOd.
6730,"We've still got enough rations, by the looks of it."
6731,"Brought you more supplies, if you've the space for it."
6732,"Ah, thank you. Let me see... Oh, terribly sorry, but this belongs over there."
6733,"Why, this might actually work."
6734,"And where am I to deliver all this to, exactly?"
6735,"Ruveydah Fibers, if you wouldn't mind?"
6736,Have anything else which needs delivering?
6737,"Is that meant in jest? Of course there is. All you see here, in fact."
6738,I've your deliveries here.
6739,"Ah, excellent. Thank you."
6740,"Point me to what next needs delivering, if you would be so kind."
6741,"Let's see... Ah yes, these here if you wouldn't mind?"
6742,"Still rifling through materials, are you?"
6743,Unfortunately... I'm struggling to find just the right tome.
6744,We'll have to replenish the feed stock...
6745,There's barely anything left!
6746,Have the goods I ordered arrived?
6747,"Not yet, I'm afraid."
6748,"How unfortunate. I'll check back later, then."
6749,Excuse me. Do you have any digestives?
6750,"We do stock them, but we just sold out. My apologies..."
6751,Spare some extra material?
6752,You're out already? <sigh> Fine─but be frugal with it.
6753,Be honest: how much of today's lecture did you understand?
6754,Honestly? Not a word.
6755,"You too, eh? Let's hope we fare better in the next one, then."
6756,Right then! I'm off to the High Crucible.
6757,"Give my regards to everyone there, won't you?"
6758,No irregularities detected.
6759,Oh... I've forgotten what I've come here to do.
6760,"It is as if my mind is drifting further and further away... Slowly, so slowly. "
6761,"And where is it you are going, pray tell?"
6762,"The Bureau of the Architect, if you must know. I've a highly original concept..."
6763,Don't you even <Emphasis>think</Emphasis> of fertilizing that!
6764,But my magnum opus!
6765,I've got the goods.
6766,No wear! Clothes itchy!
6767,Tiny hippo. ...Must protect.
6768,"Look here─just <Emphasis>try</Emphasis> wearin' some, eh?"
6769,I thought I told you to stop following me!
6770,"Over here, big fellow!"
6771,Take aim and blast this fell beast!
6772,Retreat! Every man for himself!
6773,He spoke to me! He actually spoke to me!
6774,"It's Alphinaud himself, in the flesh!"
6775,Looks clear...
6776,I can't feel my hands...
6777,Got to keep moving!
6778,I know you're up to no good!
6779,<gasp>
6780,Perhaps I lost <If(PlayerParameter(4))>her<Else/>him</If>... 
6781,"This way's blocked, too?"
6782,"I'm going home, no matter what!"
6783,M-Must have been the wind.
6784,I-Is someone there?
6785,Th-This can't be... 
6786,"So far, so good..."
6787,Is someone there?
6788,I must be imagining things.
6789,Better catch my breath...
6790,"If those beasts spot me, I'm done for."
6791,I hope my luck holds...
6792,Got to keep going... They're all depending on me!
6793,Just a little farther!
6794,"This is it, the final spurt!"
6795,This way. Hurry!
6796,"Mum, I'm coming!"
6797,"Please, we have to hurry!"
6798,She's just a little further!
6799,"Over that hill, right?"
6800,This must be the road he mentioned.
6801,"If we follow this, it should lead to the station."
6802,Not the easiest surface to run on...
6803,We'd better not draw attention.
6804,"That's the station, I presume."
6805,......
6806,What're you looking at? This isn't a show!
6807,Huh...?
6808,Whaaa...?
6809,Can't wait to turn this into good coin and treat myself to a drink!
6810,Hm? Am I hearing things?
6811,Let's keep following him...while keeping a good distance.
6812,It gets a bit tight from here. We must be wary...
6813,That one looks like trouble. Must be an accomplice...
6814,"The streets of Radz–at–Han are most colorful, don't you think?"
6815,We must find whatever evidence we can and help that poor woman.
6816,Bweee!
6817,Whatever is the meaning of this!? Where is the satrap!?
6818,I... I saw it! That terrible beast...
6819,By the gods! Is everyone all right?
6820,"We escaped somehow, but... What in heavens' name is happening to our fair city!?"
